"","value","dates"
"115",105782.998666667,2021-04-13
"116",107883.570666667,2021-04-14
"117",109900.928666667,2021-04-15
"118",111827.633333333,2021-04-16
"119",113691.880333333,2021-04-17
"120",115449.986,2021-04-18
"121",117129.370666667,2021-04-19
"122",118718.436333333,2021-04-20
"123",120227.147333333,2021-04-21
"124",121639.004,2021-04-22
"125",122952.757,2021-04-23
"126",124183.887,2021-04-24
"127",125303.2,2021-04-25
"128",126339.582333333,2021-04-26
"129",127301.204666667,2021-04-27
"130",128160.72,2021-04-28
"131",128941.310333333,2021-04-29
"132",129621.079,2021-04-30
"133",130236.122,2021-05-01
"134",130750.924,2021-05-02
"135",131219.134,2021-05-03
"136",131607.714333333,2021-05-04
"137",131940.071,2021-05-05
"138",132223.365333333,2021-05-06
"139",132461.467333333,2021-05-07
"140",132636.901333333,2021-05-08
"141",132774.180666667,2021-05-09
"142",132881.475333333,2021-05-10
"143",132923.607666667,2021-05-11
"144",132936.087333333,2021-05-12
"145",132909.005333333,2021-05-13
"146",132845.897,2021-05-14
"147",132741.743666667,2021-05-15
"148",132611.871,2021-05-16
"149",132450.839,2021-05-17
"150",132285.235,2021-05-18
"151",132136.122666667,2021-05-19
"152",132004.509333333,2021-05-20
"153",131936.060666667,2021-05-21
"154",131860.715666667,2021-05-22
"155",131846.243,2021-05-23
"156",131854.526333333,2021-05-24
"157",131904.417,2021-05-25
"158",131987.151333333,2021-05-26
"159",132086.503666667,2021-05-27
"160",132202.954,2021-05-28
"161",132346.568666667,2021-05-29
"162",132457.380333333,2021-05-30
"163",132573.575666667,2021-05-31
"164",132698.975333333,2021-06-01
"165",132842.843,2021-06-02
"166",133019.280333333,2021-06-03
"167",133240.328666667,2021-06-04
"168",133502.868666667,2021-06-05
"169",133815.167,2021-06-06
"170",134174.417333333,2021-06-07
"171",134582.209333333,2021-06-08
"172",135023.604333333,2021-06-09
"173",135488.398,2021-06-10
"174",135989.334666667,2021-06-11
"175",136490.296666667,2021-06-12
"176",136978.875,2021-06-13
"177",137459.75,2021-06-14
"178",137927.546666667,2021-06-15
"179",138349.379333333,2021-06-16
"180",138724.407666667,2021-06-17
"181",139084.291,2021-06-18
"182",139403.683333333,2021-06-19
"183",139723.271,2021-06-20
"184",140036.802666667,2021-06-21
"185",140342.374333333,2021-06-22
"186",140673.727333333,2021-06-23
"187",140949.679666667,2021-06-24
"188",141248.247,2021-06-25
"189",141532.795666667,2021-06-26
"190",141783.768,2021-06-27
"191",142029.434333333,2021-06-28
"192",142274.469,2021-06-29
"193",142465.939,2021-06-30
"194",142637.258333333,2021-07-01
"195",142782.767,2021-07-02
"196",142893.125666667,2021-07-03
"197",142988.21,2021-07-04
"198",143049.749,2021-07-05
"199",143088.362,2021-07-06
"200",143110.715666667,2021-07-07
"201",143092.682666667,2021-07-08
"202",143054.867666667,2021-07-09
"203",143005.605,2021-07-10
"204",142928.906333333,2021-07-11
"205",142801.296,2021-07-12
"206",142660.033,2021-07-13
"207",142482.842333333,2021-07-14
"208",142272.7,2021-07-15
"209",142028.857,2021-07-16
"210",141750.616333333,2021-07-17
"211",141433.033,2021-07-18
"212",141072.966,2021-07-19
"213",140688.499,2021-07-20
"214",140239.436333333,2021-07-21
"215",139757.456666667,2021-07-22
"216",139237.894,2021-07-23
"217",138659.698666667,2021-07-24
"218",138039.684333333,2021-07-25
"219",137393.650333333,2021-07-26
"220",136705.034,2021-07-27
"221",135980.733,2021-07-28
"222",135195.639,2021-07-29
"223",134388.978666667,2021-07-30
"224",133558.944,2021-07-31
"225",132689.353,2021-08-01
"226",131779.528333333,2021-08-02
"227",130849.376333333,2021-08-03
"228",129874.381,2021-08-04
"229",128880.278333333,2021-08-05
"230",127874.398666667,2021-08-06
"231",126815.762,2021-08-07
"232",125740.723,2021-08-08
"233",124636.270666667,2021-08-09
"234",123524.075333333,2021-08-10
"235",122378.988666667,2021-08-11
"236",121227.447,2021-08-12
"237",120040.658666667,2021-08-13
"238",118854.33,2021-08-14
"239",117626.564,2021-08-15
"240",116395.336,2021-08-16
"241",115153.546666667,2021-08-17
"242",113908.814666667,2021-08-18
"243",112641.570333333,2021-08-19
"244",111365.299,2021-08-20
"245",110066.384333333,2021-08-21
"246",108758.469333333,2021-08-22
"247",107478.111666667,2021-08-23
"248",106151.869666667,2021-08-24
"249",104837.332333333,2021-08-25
"250",103512.391,2021-08-26
