"","P_daily_4","P_daily_6","P_daily_8","dates"
"108",273925.416333333,252530.831333333,281433.445666667,2021-04-22
"109",281941.944333333,256842.291,291097.824666667,2021-04-23
"110",289523.330666667,260401.138,300542.902333333,2021-04-24
"111",296652.574,263213.329,309642.147333333,2021-04-25
"112",303222.853333333,265235.059,318399.076666667,2021-04-26
"113",309231.804666667,266421.722333333,326755.523666667,2021-04-27
"114",314654.454666667,266859.564666667,334652.623333333,2021-04-28
"115",319453.784666667,266446.836333333,342079.014,2021-04-29
"116",323627.581666667,265304.532333333,348991.610333333,2021-04-30
"117",327146.872666667,263397.297333333,355376.933666667,2021-05-01
"118",330013.51,260785.867666667,361167.445,2021-05-02
"119",332172.329,257518.488666667,366375.742,2021-05-03
"120",333666.672,253634.806333333,370962.838,2021-05-04
"121",334472.35,249171.045666667,374909.413333333,2021-05-05
"122",334704.824333333,244175.012666667,378289.916333333,2021-05-06
"123",334359.544,238716.554,380979.458666667,2021-05-07
"124",333417.999333333,232894.83,383009.607,2021-05-08
"125",331939.775666667,226729.751,384454.613666667,2021-05-09
"126",329953.445,220254.973,385268.304,2021-05-10
"127",327519.679666667,213578.224,385497.330333333,2021-05-11
"128",324729.04,206693.364,385061.687,2021-05-12
"129",321634.062333333,199677.029,384129.996333333,2021-05-13
"130",318317.847666667,192569.077,382612.992666667,2021-05-14
"131",314761.295666667,185427.487,380556.178333333,2021-05-15
"132",311015.201666667,178335.729333333,377976.593666667,2021-05-16
"133",307087.670666667,171273.188,374963.146666667,2021-05-17
"134",303024.717333333,164304.256666667,371483.897,2021-05-18
"135",298910.168333333,157433.342666667,367619.805333333,2021-05-19
"136",294777.332666667,150690.105333333,363350.060666667,2021-05-20
"137",290560.579,144111.642333333,358726.377,2021-05-21
"138",286258.296333333,137712.121333333,353818.863666667,2021-05-22
"139",281856.900333333,131536.885666667,348577.986666667,2021-05-23
"140",277420.715333333,125564.812,343123.933666667,2021-05-24
"141",272975.642,119797.522666667,337438.065333333,2021-05-25
"142",268506.457,114264.603,331587.969666667,2021-05-26
"143",263922.082333333,108960.548333333,325542.418333333,2021-05-27
"144",259230.464333333,103853.573,319395.482666667,2021-05-28
"145",254487.916333333,98992.6796666667,313170.809666667,2021-05-29
"146",249672.348,94367.1926666667,306846.937,2021-05-30
"147",244805.960333333,89955.5043333333,300487.927666667,2021-05-31
"148",239879.020666667,85770.2286666667,294107.431666667,2021-06-01
"149",234886.043,81788.62,287738.276333333,2021-06-02
"150",229827.558333333,77984.18,281323.395,2021-06-03
"151",224726.064333333,74373.9226666667,274923.013,2021-06-04
"152",219575.791666667,70948.723,268621.513333333,2021-06-05
"153",214418.959333333,67702.0406666667,262322.642,2021-06-06
"154",209239.982666667,64635.9786666667,256137.041666667,2021-06-07
"155",204041.211666667,61715.8913333333,250013.450666667,2021-06-08
"156",198809.616666667,58933.3833333333,243980.281666667,2021-06-09
"157",193604.468333333,56287.7293333333,238011.857333333,2021-06-10
"158",188400.184,53763.245,232167.660333333,2021-06-11
"159",183233.6,51367.5826666667,226426.951,2021-06-12
"160",178099.767666667,49091.1746666667,220815.239,2021-06-13
"161",173016.489,46920.4653333333,215323.08,2021-06-14
"162",167971.675666667,44845.099,209967.741333333,2021-06-15
"163",162997.671666667,42864.667,204727.732,2021-06-16
"164",158075.244,40980.6966666667,199593.716,2021-06-17
"165",153241.392333333,39169.4956666667,194541.792333333,2021-06-18
"166",148488.837,37438.3496666667,189642.891666667,2021-06-19
"167",143807.456666667,35804.8103333333,184868.197333333,2021-06-20
"168",139219.171333333,34227.2503333333,180236.327333333,2021-06-21
"169",134723.617666667,32716.6606666667,175705.859666667,2021-06-22
"170",130323.318,31279.845,171291.600333333,2021-06-23
"171",126009.592333333,29899.8706666667,166976.590666667,2021-06-24
"172",121804.950333333,28583.9623333333,162746.025,2021-06-25
"173",117697.336,27326.9426666667,158604.892666667,2021-06-26
"174",113687.621333333,26128.0623333333,154587.891,2021-06-27
"175",109790.06,24971.79,150653.524333333,2021-06-28
"176",105970.999333333,23881.204,146830.512333333,2021-06-29
"177",102268.94,22827.928,143088.391,2021-06-30
"178",98664.458,21812.6996666667,139429.249333333,2021-07-01
"179",95160.3216666667,20858.961,135853.619,2021-07-02
"180",91764.6446666667,19938.3846666667,132331.386,2021-07-03
"181",88451.567,19063.4823333333,128906.629333333,2021-07-04
"182",85242.8033333333,18228.0356666667,125549.02,2021-07-05
"183",82153.713,17426.694,122282.345666667,2021-07-06
"184",79130.122,16662.305,119095.557666667,2021-07-07
"185",76198.5963333333,15930.6913333333,115956.448333333,2021-07-08
"186",73347.3853333333,15234.883,112899.174666667,2021-07-09
"187",70553.6523333333,14565.1286666667,109896.742333333,2021-07-10
"188",67889.4753333333,13927.86,106954.568333333,2021-07-11
"189",65262.998,13315.363,104084.594,2021-07-12
"190",62755.2373333333,12733.115,101269.436333333,2021-07-13
"191",60311.9793333333,12180.102,98532.8503333333,2021-07-14
"192",57952.565,11643.286,95846.3136666667,2021-07-15
"193",55683.955,11139.5663333333,93220.87,2021-07-16
"194",53491.2243333333,10650.9603333333,90674.062,2021-07-17
"195",51379.291,10186.04,88182.6923333333,2021-07-18
"196",49343.9413333333,9741.09966666667,85741.5223333333,2021-07-19
"197",47387.0463333333,9312.46433333333,83356.199,2021-07-20
"198",45487.3046666667,8909.45433333333,81045.663,2021-07-21
"199",43676.9963333333,8518.50566666667,78778.6,2021-07-22
"200",41929.8976666667,8143.677,76580.9986666667,2021-07-23
"201",40242.085,7781.59233333333,74427.4593333333,2021-07-24
"202",38621.372,7438.93333333333,72317.9906666667,2021-07-25
"203",37062.5633333333,7110.59633333333,70282.7016666667,2021-07-26
"204",35569.5886666667,6794.03333333333,68287.1426666667,2021-07-27
"205",34129.1453333333,6492.97033333333,66343.279,2021-07-28
"206",32746.693,6203.67533333333,64453.6276666667,2021-07-29
"207",31423.275,5928.84733333333,62603.5566666667,2021-07-30
"208",30138.2383333333,5661.96633333333,60805.1613333333,2021-07-31
"209",28915.8256666667,5412.838,59048.3413333333,2021-08-01
"210",27733.646,5171.04233333333,57350.01,2021-08-02
"211",26605.6993333333,4941.08866666667,55696.4026666667,2021-08-03
"212",25514.8223333333,4718.53066666667,54074.7753333333,2021-08-04
"213",24483.4503333333,4509.12,52487.575,2021-08-05
"214",23479.4773333333,4308.075,50927.009,2021-08-06
"215",22519.1203333333,4113.51633333333,49412.9766666667,2021-08-07
"216",21595.7463333333,3933.03,47917.691,2021-08-08
"217",20712.2866666667,3758.02133333333,46474.618,2021-08-09
"218",19862.8226666667,3587.673,45066.3836666667,2021-08-10
"219",19050.8653333333,3427.78666666667,43693.2263333333,2021-08-11
"220",18268.2673333333,3276.83633333333,42362.9513333333,2021-08-12
"221",17518.1616666667,3130.958,41062.9836666667,2021-08-13
"222",16801.181,2992.819,39801.5916666667,2021-08-14
"223",16108.1833333333,2857.29933333333,38574.1953333333,2021-08-15
"224",15452.185,2731.33133333333,37380.88,2021-08-16
"225",14812.495,2609.19633333333,36219.9993333333,2021-08-17
"226",14208.9613333333,2492.65133333333,35093.0923333333,2021-08-18
"227",13623.328,2382.25033333333,34008.8923333333,2021-08-19
"228",13060.503,2276.282,32941.9453333333,2021-08-20
"229",12523.6243333333,2174.49066666667,31920.3533333333,2021-08-21
"230",12010.5553333333,2078.68833333333,30916.8043333333,2021-08-22
"231",11514.289,1984.69866666667,29947.8166666667,2021-08-23
"232",11041.2803333333,1897.57333333333,29009.079,2021-08-24
"233",10590.0383333333,1815.03133333333,28096.9403333333,2021-08-25
"234",10155.3756666667,1733.13266666667,27210.5856666667,2021-08-26
"235",9737.31666666667,1656.83833333333,26354.0023333333,2021-08-27
"236",9335.37266666667,1582.34033333333,25521.816,2021-08-28
"237",8950.55733333333,1512.331,24715.1923333333,2021-08-29
"238",8579.57066666667,1445.23033333333,23926.9113333333,2021-08-30
"239",8226.371,1380.72966666667,23173.4526666667,2021-08-31
"240",7889.62033333333,1319.80233333333,22435.6236666667,2021-09-01
"241",7566.88533333333,1261.15633333333,21726.2713333333,2021-09-02
"242",7254.48233333333,1204.29233333333,21035.4493333333,2021-09-03
"243",6956.85366666667,1151.90133333333,20369.1716666667,2021-09-04
"244",6669.227,1101.10833333333,19719.946,2021-09-05
"245",6396.89866666667,1051.51666666667,19094.3546666667,2021-09-06
"246",6133.404,1005.71233333333,18484.5243333333,2021-09-07
"247",5884.35666666667,961.07,17893.0446666667,2021-09-08
"248",5638.83566666667,918.616666666667,17320.3523333333,2021-09-09
"249",5411.11866666667,878.736666666667,16773.2513333333,2021-09-10
"250",5187.03566666667,837.784,16231.9656666667,2021-09-11
