day,date,cfr_mod_daily,cfr_mod_t7,cfr_mod_smooth,cfr_high_daily,cfr_high_t7,cfr_high_smooth,cfr_low_daily,cfr_low_t7,cfr_low_smooth
155,2021-07-19,0.0109328160818198,0.0121680915378062,0.0155279071636563,0.00979228486646884,0.0173355118661436,0.0231154020348111,0.00721662311807889,0.00844219179217004,0.00935974183276901
156,2021-07-20,0.0109328160818198,0.0117933070525314,0.0152961272235224,0.00979228486646884,0.0152712062410072,0.0227734624689003,0.00721662311807889,0.00816581059290772,0.00925538169355711
157,2021-07-21,0.0111594932277193,0.0116887295101543,0.0150509593190974,0.017263025737602,0.0152518636453101,0.0224969552816358,0.0067948717948718,0.00779767845658112,0.00914955033849864
158,2021-07-22,0.0110564545788893,0.0116069869274055,0.0147917422558412,0.0132114939997798,0.0144980329504911,0.022283375108516,0.00885855358698809,0.00809733505275949,0.00904171309325999
159,2021-07-23,0.0127051101734646,0.0116115154190914,0.0145171182968158,0.0185720640569395,0.0144255888364794,0.0221265883008668,0.0097323600973236,0.00795220891299842,0.00893048184654347
160,2021-07-24,0.0130380295946402,0.011757560923305,0.0142271552576842,0.0270009643201543,0.016416046214706,0.0220264958501925,0.00695676865194861,0.00763857360618899,0.00881581351708339
161,2021-07-25,0.0109151750146067,0.0115342706789943,0.013921920954109,0.0144112478031634,0.0157204808072255,0.0219829987479975,0.00540098199672668,0.00745382605200236,0.00869766502361409
162,2021-07-26,0.0135635018495684,0.0119100829315298,0.0136014832017532,0.00697093252663422,0.0153174304729634,0.021995997985786,0.017312131315722,0.00889604150880852,0.00857599328486987
163,2021-07-27,0.0159001835590614,0.01261970685685,0.0132659098162795,0.0350683418473008,0.0189282957559394,0.0220653945550623,0.0107297613315909,0.00939791839645309,0.00845075521958508
164,2021-07-28,0.015326037500898,0.0132149274673041,0.0129152686133507,0.0332480818414322,0.0212118751993437,0.0221910894473308,0.00837756602928951,0.00962401757279848,0.00832190774649401
165,2021-07-29,0.0140513424278877,0.0136427685885896,0.0125496274086297,0.0237203495630462,0.0227131402798104,0.0223729836540957,0.00929354534233645,0.00968615925213396,0.00818940778433101
166,2021-07-30,0.0156885379227117,0.0140689725527677,0.0121690540177792,0.0297642056436026,0.0243120176493337,0.0226109781668614,0.00843636363636364,0.00950101690056825,0.00805321225183037
167,2021-07-31,0.0131288908267326,0.0140819527287809,0.0117736162564622,0.0275330396475771,0.0243880284103941,0.0229049739771322,0.00495417389150359,0.00921493193479039,0.00791327806772644
